title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
Sen to Chihiro no Kamikakushi,"Se trata de Chihiro, quien con sus padres se mudan a vivir a otra cuidad, aunque ella no esta de acuerdo con dicha decision. Al no encontrar el camino correcto a casa, se pierden en un bosque misterioso; llegan al final del camino y se encuentran de frente a un tunel. Al llegar al otro lado del tunel encuentran un pueblito deshabitado pero con muchos restaurantes, al no encontrarse nadie, sus padres deciden empezar a comer y pagar luego. Al ponerse el sol se convierten en cerdos. Ahora Chihiro tienen que hacer lo imposible para hacer que sus padres vuelven a la normalidad y asi llevarselos de vuelta a casa. Es la única película en la historia del anime que ganó un premio Oscar por animación
",2001,Película,4.7,1287,Finalizado,5018,1,"Aventuras,Drama,Sobrenatural,",https://www3.animeflv.net/anime/sen-to-chihiro-no-kamikakushi,https://www3.animeflv.net/uploads/animes/covers/1674.jpg
Happy☆Lesson,"¿A qué chaval no le gustaría pasar el día rodeado de un montón de mujeres guapas? Pues a Chitose. Acaba de salir del orfanato y ha regresado a casa de sus fallecidos padres. Pero en lugar de estar disfrutando de su vida de soltero y sin compromiso, tendrá que esquivar la educación de sus nuevas cinco madres. Sus profesoras le han adoptado, y si no fuera por ese fervor maternal casi enfermizo, podría decirse que están de muy buen ver. No te pierdas los 5 OVAS, capítulos especiales, donde la familia al completo disfrutará de unas estupendas vacaciones en un pequeño y tranquilo complejo turístico junto al mar. Después de esto, las vacaciones de Navidad no volverán a ser las mismas, si pasas estas locas y desternillantes Navidades con Chitose, Minazuki, Hazuki y sus cinco madres. Quizá piensas que ya lo has visto todo en un anime, pero todavía no has visto nada. Así que, asegúrate de que no te quedas sin asiento para vivir la primera experiencia de Happy Lesson.
",2001,OVA,4.3,29,Finalizado,289,5,"Comedia,Escolares,Harem,Romance,",https://www3.animeflv.net/anime/happy-lesson,https://www3.animeflv.net/uploads/animes/covers/1972.jpg
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,,2001,Película,3.8,17,Finalizado,137,1,"Infantil,Magia,Shoujo,",https://www3.animeflv.net/anime/motto-ojamajo-doremi-kaeru-ishi-no-himitsu,https://www3.animeflv.net/uploads/animes/covers/2069.jpg
Seikai no Senki II,"La conquista de la galaxia ha comenzado y toda la flota del Imperio se ha lanzado en un operación para reclamar todos y cada unos de los mundos, de entre los mundos dominados destaca Lobnas II un planeta prisión que será administrado por Lafiel y Jinto los recién nombrados embajadores del imperio, ¿pero lograran cumplir con su misión?
",2001,Anime,4.5,23,Finalizado,75,10,"Acción,Ciencia Ficción,Espacial,Militar,Romance,",https://www3.animeflv.net/anime/seikai-no-senki-2,https://www3.animeflv.net/uploads/animes/covers/2054.jpg
Fruits Basket,"Honda Toru es una estudiante que después de la muerte de su madre decide vivir sola en una tienda de campaña en el bosque, propiedad de la familia Soma. Una noche es encontrada por Yuki Soma, el ""príncipe"" de su escuela, este y su primo Shigure le piden que viva con ellos.
Dentro de la casa conoce a Kyo, otro integrante de la familia Soma y la terrible maldición que pesa sobre ellos que consiste que al ser abrazados por el sexo opuesto se transforman en animales del zodiaco chino (a excepción de Kyo que es el gato).",2001,Anime,4.6,513,Finalizado,4186,26,"Comedia,Drama,Fantasía,Recuentos de la vida,Romance,Shoujo,",https://www3.animeflv.net/anime/fruits-basket,https://www3.animeflv.net/uploads/animes/covers/1392.jpg
Shaman King,"La historia empieza cuando Manta Oyamada, un estudiante de secundaria, que pasa por el cementerio local porque se le hace tarde, y divisa a un joven misterioso que simplemente observa las estrellas. Yoh Asakura le invita a quedarse con él y sus amigos a verlos, Manta huye asustado a ver que los amigos eran fantasmas. Manta le cuenta a sus ""amigos"" lo ocurrido y ellos no le creen. Después, Yoh decidió ser amigo de Manta, a pesar de que al principio Manta le tenia miedo a Yoh.",2001,Anime,4.5,747,Finalizado,4982,64,"Acción,Aventuras,Comedia,Drama,Shounen,Sobrenatural,",https://www3.animeflv.net/anime/shaman-king,https://www3.animeflv.net/uploads/animes/covers/84.jpg
s.CRY.ed,"En el futuro, un fenómeno inexplicable ha ocurrido en una distante isla llamada ""La tierra perdida"", dando lugar a una nueva especie de humanos. Estos humanos evolucionados, llamados usuarios de Alter, son capaces de manipular materia y reformarla en formas únicas. En esta isla remota, aquellos nacidos dentro de una ciudad amurallada son ciudadanos, mientras que los nacidos fuera viven sin leyes. En un intento de mantener la paz, la fuerza policial HOLD junto al grupo de elite de usuarios de Alter, HOLY, capturan a los peligrosos usuarios de Alter nativos y les ofrecen una opción... unirse a HOLY o ser aprisionados. Después del encuentro del joven usuario de Alter nativo, Kazuma, con HOLY, las dudas crecen: De verdad esta HOLY interesada en el bien común, o hay alguna otra razón detrás de sus acciones ",2001,Anime,4.3,65,Finalizado,271,26,"Acción,Aventuras,Ciencia Ficción,Drama,Superpoderes,",https://www3.animeflv.net/anime/s-cry-ed,https://www3.animeflv.net/uploads/animes/covers/525.jpg
Steel Angel Kurumi Zero,"En el lejano futuro, Kurumi, Saki y Karinka comparten un departamento con otra chica, Excelia. Un día, después de la escuela, Kurumi le dice a todas que ella está enamorada de un hombre que acaba de conocer, Michihito Kagura, el problema es que no sabe cuando lo volvera a ver.
",2001,OVA,4.7,12,Finalizado,150,3,"Ciencia Ficción,Drama,Romance,",https://www3.animeflv.net/anime/steel-angel-kurumi-zero,https://www3.animeflv.net/uploads/animes/covers/1998.jpg
Steel Angel Kurumi Shiki,Toma lugar 75 años después de la primera temporada.,2001,Anime,3.9,38,Finalizado,195,12,"Ciencia Ficción,Comedia,Mecha,Romance,Shounen,Yuri,",https://www3.animeflv.net/anime/steel-angel-kurumi-shiki,https://www3.animeflv.net/uploads/animes/covers/1336.jpg
Hanaukyo Maid Tai,Esta Historia nos habla de un niño de 15 años llamado Hanaukyo que tras la muerte de su madre se va a visitar a su abuelo. Lo que él no sabia era que el abuelo era absurdamente rico y dejo a su cargo una inmensa mansión y docenas de sirvientas que estarán dispuesta a todo con tal de complacerlo.,2001,Anime,4.4,124,Finalizado,2066,15,"Comedia,Ecchi,Harem,Romance,",https://www3.animeflv.net/anime/hanaukyo-maid-tai,https://www3.animeflv.net/uploads/animes/covers/530.jpg
Galaxy Angel,"La División de los Ángeles es una de las múltiples secciones del ejército. Sus miembros son los encargados de llevar a cabo las misiones que les son encomendadas. Podría parecer un trabajo normal, pero las misiones que se les ordenan no son nada habituales.
Desde capturar gatos, hasta recoger basura interplanetaria, a nuestras protagonistas se les encarga cualquier tipo de tarea. Si a esto le añades la peculiar forma de ser de cada una de nuestras protagonistas: Milfeulle (la chica inocente que goza de una suerte increíble), Ranpha (obsesionada con encontrar un novio), Forte (una fanática de las armas), Mint (la más calculadora, pero también con su pequeña obsesión), Vanilla (tímida y reservada) y Nomat (un chip de un misil, que en más de una ocasión sacará de sus casillas al resto de compañeros de la División); la risa está asegurada.
",2001,Anime,4.5,21,Finalizado,169,26,"Ciencia Ficción,Comedia,",https://www3.animeflv.net/anime/galaxy-angel,https://www3.animeflv.net/uploads/animes/covers/2163.jpg
Project ARMS,"Un chico se ve implicado en un accidente cuando iba a la guardería, dañando horriblemente su brazo, pero los médicos se las arreglan para salvarselo. Ahora, varios años después, su brazo parece haberse convertido en el foco de unos extraños sucesos que hacen que organizaciones secretas intenten capturarle para hacerse con el poder que posee.
",2001,Anime,4.1,47,Finalizado,228,26,"Acción,Artes Marciales,Superpoderes,",https://www3.animeflv.net/anime/project-arms,https://www3.animeflv.net/uploads/animes/covers/2349.jpg
Noir,"Mireille Boquet (asesina a sueldo) recibe el mail de una misteriosa chica pidiéndole ayuda. La misma no recuerda nada de su pasado, es perseguida por unos ""mafiosos"", es excelente asesina, y la única pertenencia que tiene es un reloj, cuya melodía le es muy familiar a Mireille. Trabajaran a duo e intentarán descubrir el misterioso pasado de Kirika, con una condición: Una vez descubierta la verdad, Mireille matará a Kirika.",2001,Anime,4.6,66,Finalizado,609,26,"Acción,Drama,Misterio,",https://www3.animeflv.net/anime/noir,https://www3.animeflv.net/uploads/animes/covers/555.jpg
Geneshaft,"En el siglo vigésimo tercero, los humanos sobrevivieron a una aniquilación total en el siglo XXI. Sin embargo, su existencia es amenazada por la aparición en el espacio de una extraña estructura con forma de anillo. Una tripulación es reunida a bordo de una nueva poderosa nave de guerra, el Birkis, equipado con un ""mecha"" igualmente de extraño y poderoso llamado ""Shaft"". Su objetivo es la destrucción de los Anillos. En este nuevo mundo, el gobierno controla el ADN (el tipo de Gen) de la gente. Los bebés están hechos a medida de las necesidades de gobierno, y no nacen de la mujer, sino genéticamente en laboratorios. El ADN decide el futuro de cada persona, la caul solo vive hasta los cuarenta años. Mika Seido tiene un gen tipo ""blanco"" lo que significa que no tiene ninguna habilidad en especial, por eso la consideran como anormal. Ella junto a una tripulación de mujeres y un hombre como capitán intentaran destruir el misterioso anillo.",2001,Anime,3.5,23,Finalizado,104,13,"Aventuras,Ciencia Ficción,Espacial,Mecha,",https://www3.animeflv.net/anime/geneshaft,https://www3.animeflv.net/uploads/animes/covers/291.jpg
Sister Princess,"Sister princess es una serie que toma como personaje principal a un chico el cual se ve obligado a continuar sus estudios en una isla en la cual se toma con una gran sospresa que tiene 13 HERMANAS.. las cuales son un poco peculiares cada una tiene un actitud diferente,nuestro perzonaje se vera ante situaciones algo comunes y poco comunes en la vida real sin duda este anime contiene el tema de la tolerancia y reflexion entre otros.
",2001,Anime,4.7,53,Finalizado,506,26,"Comedia,Drama,Harem,Recuentos de la vida,Romance,",https://www3.animeflv.net/anime/sister-princess,https://www3.animeflv.net/uploads/animes/covers/601.jpg
The SoulTaker: Tamashii-gari,"Tras ser apuñalado en el pecho por su madre moribunda, Kyosuke Date regresa de la muerte y descubre que tiene una hermana gemela llamada Runa y la habilidad de convertirse en un poderoso mutante conocido como SoulTaker. Mientras viaja en busca de su hermana va encontrándose con las Furikas (del inglés flicker, destello), chicas que resultan ser fragmentos del alma de su propia hermana y que son buscadas por las máquinas de la Corporación Kirihara (para intentar localizar a la verdadera Runa con tal de lograr un oscuro propósito) y por los médicos y enfermeras mutantes de Hospital (quienes desean simplemente exterminar a las Furikas y a la propia Runa) Kyosuke deberá luchar contra ambas organizaciones a lo largo de su viaje y descubrir que se proponen en realidad, y para ello recibirá la ayuda del misterioso Shiro Mibu y de la enfermera Komugi Nakahara.",2001,Anime,4.4,37,Finalizado,476,13,"Demonios,Sobrenatural,Terror,",https://www3.animeflv.net/anime/the-soultaker-tamashii-gari,https://www3.animeflv.net/uploads/animes/covers/2392.jpg
Pretear,"Himeno Awayuki, una estudiante de secundaria, está tratando de adaptarse a su nueva vida después de que su padre viudo se casa con Natsue, una mujer rica tremendamente rica. Un buen día, mientras coge un atajo para no llegar tarde a clase, se tropieza con Hayate, el Caballero del Viento, quién descubre que Himeno es el Prétear. Más tarde, los Leafe Knights se aparecen ante Himeno para pedirle que se transforme en el Prétear y les ayude a proteger el Leafe, la esencia de todo organismo viviente. Le explican que la nieve roja que está cayendo es una señal del inminente despertar de la Princesa del Desastre, quién está tratando de absorber todo el Leafe, y que no pueden derrotarla sin su ayuda. Aunque al principio piensa que le están tratando de gastar una broma, finalmente opta por hacer el intento y se convierte en el Prétear. Y con esto, comienzan las aventuras de Himeno para proteger la energía que hace posible la vida y salvar el mundo. ",2001,Anime,4.6,116,Finalizado,941,13,"Comedia,Drama,Fantasía,Magia,Romance,Shoujo,Superpoderes,",https://www3.animeflv.net/anime/pretear,https://www3.animeflv.net/uploads/animes/covers/607.jpg
Mahou Senshi Louie,"El hechicero Louie, aún lejos de ser un auténtico hechicero, no hace más que pensar en una vida repleta de aventuras. Un día se encuentra con un grupo de jóvenes aventureras: la sacerdotisa Melissa, la ladrona Mirelle y la espadachina Geenie. Louie intenta hacerse compañero de ellas y unírseles en sus aventuras, pero enseguida es rechazado. Louie, quien nunca se rinde, va al santuario de Melissa a intentar persuadirla. Allí, Melissa tiene lo que interpreta como una revelación de su dios: que Louie es el héroe al que ella debe servir. Con esto, las tres muchachas tendrán que aceptar a Louie en su grupo...
",2001,Anime,4.4,48,Finalizado,258,24,"Aventuras,Comedia,Fantasía,Magia,Shounen,",https://www3.animeflv.net/anime/mahou-senshi-louie,https://www3.animeflv.net/uploads/animes/covers/2142.jpg
Comic Party,"La adaptación del anime Comic Party primera vez en Japón el 1 de abril de 2001, relativa a las estaciones UHF. Trece episodios de diez minutos y cuatro especiales fueron producidos por la luz y la magia oriental y KSS y dirigida por Norihiko Sudo. El anime se centra en la creación d?jinshi parte del juego más que el aspecto de citas y los especiales son una historia original la participación del elenco de Comic Parte teniendo unas vacaciones a un balneario.",2001,Anime,4.6,17,Finalizado,165,13,"Comedia,Drama,",https://www3.animeflv.net/anime/comic-party,https://www3.animeflv.net/uploads/animes/covers/1741.jpg
Super GALS! Kotobuki Ran,"Kotobuki es una chica de 16 años que estudia en el instituto Hounan, pero no es una joven más, ella se ha convertido en la más importante de las ko-gals de Shibuya. Siempre va a la última moda, es moderna e independiente; y no teme a nada ni a nadie. Ran proviene de una familia en la que todos sus miembros son policías, desde su hermano mayor Yamato, hasta su madre y su padre, el jefe de inspectores Taizo Kotobuki. Y todos la presionan para que ella siga los pasos del resto de la familia. Pero ella no está dispuesta a trabajar en algo tan aburrido y que no le atrae en absoluto. Además eso no le permitiría ir a la moda, su auténtica obsesión. En el instituto las mejores amigas de Ran son Miyu Yamazaki, que comparte sus aficiones, aunque es una chica mucho más calmada y tranquila, y Aya Hoshino, una chica reservada que oculta un secreto que pronto será desvelado.
",2001,Anime,4.5,51,Finalizado,359,52,"Comedia,Recuentos de la vida,Shoujo,",https://www3.animeflv.net/anime/super-gals-kotobuki-ran,https://www3.animeflv.net/uploads/animes/covers/2029.jpg
Angelic Layer,"La historia se centra en Misaki Suzuhara que, al llegar a Tokio, donde va a vivir de ahora en adelante, aprende lo que son ""ángeles"", muñecas de pequeño tamaño, comprables en las tiendas, y cuyo juego de lucha es de los más populares allí. Con la ayuda del misterioso Itchan, Misaki se inicia en el mundo de las luchas de ángeles, haciendo amistades y descubrimientos en el terreno de batalla que lograrán que lo vea como algo más que un simple juego.",2001,Anime,4.4,59,Finalizado,552,26,"Ciencia Ficción,Comedia,Deportes,Drama,Shounen,",https://www3.animeflv.net/anime/angelic-layer,https://www3.animeflv.net/uploads/animes/covers/199.jpg
Digimon Tamers,"Digimon Adventure y Adventure 02 han sido para muchos niños una gran serie de anime, incluso se ha sacado un juego muy popular de cartas en Japón, uno de esos niños es Takato Matsuda, el cual sueña con tener su propio Digimon. Un día, mientras Takato juega con cartas, se encuentra con una carta azul muy extraña que jamas había visto antes, carta que luego transforma su digi-device y le permite crear su propio Digimon, junto con amigos comenzaran increíbles aventuras tanto en el mundo real como en el Digimundo.",2001,Anime,4.6,339,Finalizado,2128,51,"Aventuras,Comedia,Drama,Fantasía,Shounen,",https://www3.animeflv.net/anime/digimon-tamers,https://www3.animeflv.net/uploads/animes/covers/947.jpg
Puni Puni Poemi,"Poemi Watanabe (llamada a sí misma Kobayashi), es una niña de 10 años com aspiraciones de volverse una famosa seiyuu. Desafortunadamente, sus notas no son buenas y su voz todavía peor. Pero cuando un alien misterioso mata a sus padres y comienza a destruir tokyo, Poemi agarra un pez parlante, lo atraviesa con un cuchillo y se convierte en la casi heroína Puni Puni Poemi para salvar el día. La serie es una continuación alterna de Excel Saga (prácticamente el episodio 26).",2001,OVA,3.4,21,Finalizado,169,2,"Ciencia Ficción,Comedia,Magia,Shounen,",https://www3.animeflv.net/anime/puni-puni-poemi,https://www3.animeflv.net/uploads/animes/covers/1532.jpg
Motto! Ojamajo Doremi,Tercera temporada de Ojamajo Doremi.,2001,Anime,4.4,39,Finalizado,347,50,"Comedia,Fantasía,Magia,Shoujo,",https://www3.animeflv.net/anime/motto-ojamajo-doremi,https://www3.animeflv.net/uploads/animes/covers/2066.jpg
Initial D: Third Stage,"Apenas antes de graduarse de la secundaria, Takumi es sondeado por el líder de los Redsuns Ryosuke Takahashi, quien le ofrece unirse a su nuevo equipo para recorrer el país en busca de victorias y récords. Antes de decidirse, Takumi volverá a verse las caras con el líder de los Emperors Kyouichi y tendrá un nuevo reto..con el hijo del archirival del padre de Takumi, Bunta...",2001,Anime,4.6,193,Finalizado,1080,2,"Acción,Carreras,Deportes,Drama,Seinen,",https://www3.animeflv.net/anime/initial-d-3,https://www3.animeflv.net/uploads/animes/covers/979.jpg
Grappler Baki,"Baki Hanma, es un luchador joven que se muere de ganas por seguir los pasos de su padre, Yujiro Hanma, y convertirse en el luchador más fuerte del mundo. A través de esto, él se entrena incansablemente y lucha constantemente para afilar sus habilidades y desarrollar su cuerpo para alcanzar estos objetivos. Muchas batallas intensas le deparan a Baki; como él va buscando ser el mejor para, en última instancia, tomar el título de ""Rey"" de su padre; Baki Hanma, hijo del grappler más fuerte del mundo, trata de reclamar el trono de su padre. Para conseguirlo, él tiene que luchar mucho, y hacer muchos amigos y enemigos en el proceso.",2001,Anime,4.3,656,Finalizado,6308,24,"Deportes,Shounen,",https://www3.animeflv.net/anime/drappler-baki,https://www3.animeflv.net/uploads/animes/covers/1762.jpg
Tales of Eternia,"Basada en el popular RPG para PlayStation del mismo nombre y situada en un extraño mundo compuesto por dos mundos diferentes situados cara a cara separados por un espacio vacío (imaginad que miráis al cielo y veis otro mundo). Reid, Farah, Meredy y Keele emprenden un viaje para salvar su mundo de la perdición, causada por el lento descenso del otro mundo sobre el suyo propio. Luchando contra varios monstruos con la ayuda de la espada, las artes marciales y monstruos invocados, continuan su viaje para salvar su mundo.",2001,Anime,4.0,34,Finalizado,415,13,"Aventuras,Comedia,Fantasía,Romance,Shounen,",https://www3.animeflv.net/anime/tales-of-eternia,https://www3.animeflv.net/uploads/animes/covers/2133.jpg
Beyblade,"Beyblade es un anime y manga que trata sobre un grupo de adolescentes que combaten con un beyblade (trompo). Pero que muchos de estos contienen Bestias Bit, o espíritus legendarios que los ayudan a ganar en los combates, basado en los juguetes hechos por hasbro.",2001,Anime,4.6,96,Finalizado,1274,51,"Acción,Aventuras,Ciencia Ficción,Comedia,Deportes,Shounen,",https://www3.animeflv.net/anime/beyblade,https://www3.animeflv.net/uploads/animes/covers/425.jpg
Zoids/ZERO,"Muchos años han pasado en el planeta Zi desde la destrucción del Death Saurer y los Zoids ya no son armas de guerra. En lugar de eso ahora existe una organización que regula el nuevo deporte del planeta, las batallas Z. Un muchacho llamado Bith Clode se involucra por accidente con el equipo de guerreros Z del doctor Toros y encuentra que el es la única persona capás de manejar al único y sumamente poderoso Liger Zero y la historia se desarrollará en torno a como Bith y su Zoid logran convertirse en querreros legendarios.",2001,Anime,3.9,115,Finalizado,442,26,"Aventuras,Ciencia Ficción,Comedia,Deportes,Mecha,Shounen,",https://www3.animeflv.net/anime/zoids-zero,https://www3.animeflv.net/uploads/animes/covers/951.jpg
Macross Zero,"Es la precuela del anime Choujikuu Yousai Macross. La historia se desarrolla 9 años después de la caída de una nave alienígena en la tierra (SDF-1 Macross) y un año antes de la primera guerra contra los Zentraedi. La trama se centra en un joven de nombre Shin Kud?, piloto de un F-14 de la U.N, cuyo avión es derribado por un misterioso caza, con la capacidad de transformarse en un humanoide cayendo sobre una isla conocida como Mayan ahi conoce a Sara y a Mao iniciando un triangulo amoroso , junto a la lucha contra las prototipos de VF
",2002,OVA,4.3,51,Finalizado,411,5,"Aventuras,Ciencia Ficción,Mecha,Militar,Shounen,",https://www3.animeflv.net/anime/macros-zero,https://www3.animeflv.net/uploads/animes/covers/1590.jpg
Pokemon Advanced,"Despues de participar en la Liga Johto, Ash decide comenzar de nuevo en otro viaje, esta vez por sí mismo y Pikachu, en la tierra de Hoenn. A pesar de que no es el único por mucho tiempo, como 10 años de edad, de mayo (a quien no le gusta Pokemon, pero solo quiere venir a ver el mundo) viaja con el despues de Pikachu destruye su bicicleta. Ash también se encuentra con su antiguo compañero, Brock, y el hermano menor de May, Max. Juntos, viajan a lo largo de Hoenn, luchando contra líderes de la gimnasia, concursos que entran, y otros eventos en el camino hacia la Liga Hoenn.",2002,Anime,4.4,191,Finalizado,1959,190,"Acción,Aventuras,Comedia,Fantasía,Infantil,",https://www3.animeflv.net/anime/pokemon-advanced,https://www3.animeflv.net/uploads/animes/covers/945.jpg
Blue Gender The Warrior,"Imagina que despiertas en un tubo de hibernación, tras haber pasado más de 20 años congelado en un profundo sueño, y ¿qué es lo que encuentras?. Pues un mundo totalmente distinto, donde el peligro acecha en cada esquina, donde el miedo se respira en el ambiente, un lugar más terrorífico aún que la peor de tus pesadillas... ¿Qué sentirías al saber que la raza humana se ha convertido en el aperitivo especial de unas horribles criaturas?. Es mejor no saberlo...
Pero no te engañes, estás en la Tierra, año 2031, un tiempo en el que el planeta ya no nos pertenece... un tiempo en el que el cazador, el hombre, es cazado por unos monstruosos engendros con forma de insectos, denominados BLUE. ",2002,Película,4.2,13,Finalizado,110,1,"Aventuras,Ciencia Ficción,Drama,Espacial,Mecha,Militar,Romance,Terror,",https://www3.animeflv.net/anime/blue-gender-the-warrior,https://www3.animeflv.net/uploads/animes/covers/677.jpg
Saint Seiya: The Hades Chapter - Sanctuary,"Luego de la derrota de Poseidón todo se encontraba en calma en el santuario, de pronto un sello misterioso es roto y Dohko anuncia que una nueva guerra santa ha comenzado. Los caballeros de bronce Seiya, Shiryu, Hyoga, Shun e Ikki deben vestir sus armaduras nuevamente en otra encrucijada, esta ves contra el dios de la muerte, Hades.",2002,OVA,4.5,215,Finalizado,1871,13,"Aventuras,Ciencia Ficción,Shounen,",https://www3.animeflv.net/anime/saint-seiya-the-hades-chapter-sanctuary,https://www3.animeflv.net/uploads/animes/covers/329.jpg
Haibane Renmei,"Cuando una joven chica, Rakka, despierta de un sueño, ve un anillo de luz y una cara que le da la bienvenida, y a un grupo de chicas con alas.
Entonces Rakka se convierte en un miembro de la Federacion Haibane, el grupo que protege el pueblo de Guri, encerrado por unos muros.
¿Porqué se ha convertido Rakka en un Haibane? ?Quienes son los Haibane? Mientras Rakka continua viviendo en paz en el pueblo de Guri, el misterio que hay detrás de sus nuevas compañeras comienza a descubrirse. ",2002,Anime,4.6,140,Finalizado,1190,13,"Drama,Fantasía,Misterio,Psicológico,Recuentos de la vida,",https://www3.animeflv.net/anime/haibane-renmei,https://www3.animeflv.net/uploads/animes/covers/496.jpg
Kiddy Girl,"Después de haber sufrido numerosas guerras interestelares, la humanidad por fin se ha unido. Sin embargo aún hay muchas disputas y guerras entre los mismísimos miembros de la unión.
Para resolver estas disputas, se crea una organización secreta conocida como GOTT (""Galactic Organization of Trade and Tariffs"", lo que viene a significar ""Organización Galáctica de Comercio y Tarifas""), que se dedica a entrenar agentes con poderes especiales para mantener el orden.
Los agentes Eclair y Lumiere son dos chicas con asombrosas habilidades, que son asignadas como compañeras. Juntas, a medida que van luchando, van descubriendo más y más sobre la organización para la que trabajan. Al final, nada es lo que parece...",2002,Anime,4.5,105,Finalizado,229,24,"Acción,Ciencia Ficción,Ecchi,Mecha,Superpoderes,",https://www3.animeflv.net/anime/kiddy-girl,https://www3.animeflv.net/uploads/animes/covers/2684.jpg
Gravion,"En el año 2041, un objeto desconocido procedente del enemigo aparece de repente en el Sistema Solar. Es un enemigo llamado Zerabaia. Destruyendo las bases de todos los planetas que encuentra a su paso, esta cruel arma se acerca más y más a la Tierra. Pero, esta invasión de la Tierra estaba ya prevista...
Preparado secretamente para la batalla, un hombre llamado Kurain Sandoman está al mando del ejército Aasu Garutsu para contraatacar. Y su baza se llama ""Gravion"", un mecha con forma humanoide fabricado para unirse a otras enormes unidades llamadas GD. ",2002,Anime,4.7,26,Finalizado,120,13,"Acción,Ciencia Ficción,Comedia,Mecha,Shounen,",https://www3.animeflv.net/anime/gravion,https://www3.animeflv.net/uploads/animes/covers/575.jpg
Galaxy Angel 3,"Milfeulle, Forte, Rhanpa, Mint y Vanilla regresan para afrontar nuevas e hilarantes aventuras. En esta ocasión, su misión se centra en localizar y recuperar la misteriosa ""Tecnología Perdida"", desconociendo los motivos ocultos que impulsan a sus superiores a perseguir dicha materia. Las Galaxy Angels se han conjurado para proteger la galaxia de cualquier amenaza que ponga en peligro la paz, así que no discuten las órdenes “de arriba”. Mientras compiten contra el equipo Twin Star Brigade, intentarán superar los problemas que vayan encontrándose por el camino.
",2002,Anime,3.6,12,Finalizado,44,26,"Ciencia Ficción,Comedia,",https://www3.animeflv.net/anime/galaxy-angel-3,https://www3.animeflv.net/uploads/animes/covers/2166.jpg
Mobile Suit Gundam SEED,"Mobile Suit Gundam SEED está ubicada en el año 71 de la Era Cósmica (EC). La trama empieza con una guerra entre la Tierra y las Colonias, similar a la ""Guerra de un Año"" que pudimos ver en la serie original de Gundam. Por un lado está la Alianza Terrestre y por el otro las Colonias Espaciales que conforman la Alianza Zodiacal para un Tratado de Paz (ZAFT, por sus siglas en inglés) La humanidad ha evolucionado en nuevas formas gracias a la ingeniería genética, con lo cual se ha creado un abismo entre los seres humanos normales (""Naturales"") y los alterados (""Coordinadores""). Siguiendo con la tradición de la franquicia, nuevamente un joven civil que odia la guerra se encuentra pilotando un Gundam, y esta vez el héroe es un Coordinador llamado Kira Yamato. Al principio se ve obligado a luchar contra su propia gente, pero ahora se encuentra en medio de una guerra entre dos gobiernos cuyo único objetivo es el genocidio.",2002,Anime,3.9,317,Finalizado,436,51,"Acción,Ciencia Ficción,Drama,Espacial,Mecha,Militar,Romance,",https://www3.animeflv.net/anime/mobile-suit-gundam-seed,https://www3.animeflv.net/uploads/animes/covers/959.jpg
Get Backers,"Se trata de un par de chicos extraños llamados Ginji Amano o ""Emperador relámpago"" y Ban Midou, los cuales tienen una organización llamada ""Get Backers"", que garantizan recuperar cualquier cosa con una tasa del 100% de efectividad. Aún cuando parecen ser muchachos comunes y corrientes, poseen unos extraños poderes sobrehumanos, pero también sentimientos nobles, los cuales, aunque siempre tengan mala suerte con el dinero, les ayuda a tener aliados de su parte. Gracias a sus habilidades, siempre cumplen con su misión de recuperación.",2002,Anime,4.7,175,Finalizado,1660,48,"Acción,Comedia,Drama,Misterio,Shounen,Sobrenatural,Superpoderes,",https://www3.animeflv.net/anime/get-backers,https://www3.animeflv.net/uploads/animes/covers/152.jpg
Sister Princess: Re Pure,"La historia de Sister Princess puede remontarse atrasado al 1999 de marzo, cuando aparecía primero en la Revista Dengeki G's mensual. Había sólo nueve hermanas, no doce, originalmente. Los lectores pudieron votar por su hermana favorita y siguiendo la tremenda contestación de los entusiastas. En el 2000 de marzo, una decisión fue tomada renovar la serie, este tiempo ofreciendo las cartas cortas que las muchachas escribieron a su hermano querido. Se agregaron tres más hermanas a la mezcla: Haruka que fue de Alemania; Yotsuba que fue de Inglaterra; y Aria que vino de Francia. El retrato de eventos en los primeros anime de Sister Princess no es considerado el canon por MediaWorks o entusiastas del hardcore. Se acepta más normalmente como una escena del universo alternada. Sister Princess RePure es más fiel a las historias de la revista originales que su predecesor.
",2002,Anime,4.0,18,Finalizado,179,13,"Drama,Romance,",https://www3.animeflv.net/anime/sister-princess-re-pure,https://www3.animeflv.net/uploads/animes/covers/1342.jpg
